"Theme","Topic","Author","Posted","Link","Views_20221101_011218","Replies_20221101_011218","Views_20221101_040624","Replies_20221101_040624","Views_20221101_054447","Replies_20221101_054447","Views_20221101_062326","Replies_20221101_062326","Views_20221101_071630","Replies_20221101_071630","Views_20221101_081723","Replies_20221101_081723","Views_20221101_091349","Replies_20221101_091349","Views_20221101_101429","Replies_20221101_101429","Views_20221101_111200","Replies_20221101_111200","Views_20221101_122714","Replies_20221101_122714","Views_20221101_134437","Replies_20221101_134437","Views_20221101_142117","Replies_20221101_142117","Views_20221101_151445","Replies_20221101_151445","Views_20221101_161832","Replies_20221101_161832","Views_20221101_172308","Replies_20221101_172308","Views_20221101_181621","Replies_20221101_181621","Views_20221101_191224","Replies_20221101_191224","Views_20221101_201527","Replies_20221101_201527","Views_20221101_211250","Replies_20221101_211250","Views_20221101_221414","Replies_20221101_221414","Views_20221101_231425","Replies_20221101_231425","Views_20221102_010415","Replies_20221102_010415","Views_20221102_035441","Replies_20221102_035441","Views_20221102_045736","Replies_20221102_045736","Views_20221102_054159","Replies_20221102_054159","Views_20221102_061957","Replies_20221102_061957","Views_20221102_071434","Replies_20221102_071434","Views_20221102_081648","Replies_20221102_081648","Views_20221102_091318","Replies_20221102_091318","Views_20221102_101452","Replies_20221102_101452","Views_20221102_111246","Replies_20221102_111246","Views_20221102_122455","Replies_20221102_122455","Views_20221102_134740","Replies_20221102_134740","Views_20221102_142156","Replies_20221102_142156","Views_20221102_151400","Replies_20221102_151400","Views_20221102_161836","Replies_20221102_161836","Views_20221102_172759","Replies_20221102_172759","Views_20221102_181628","Replies_20221102_181628","Views_20221102_191116","Replies_20221102_191116","Views_20221102_201440","Replies_20221102_201440","Views_20221102_211341","Replies_20221102_211341","Views_20221102_221318","Replies_20221102_221318","Views_20221102_231246","Replies_20221102_231246","Views_20221103_005927","Replies_20221103_005927","Views_20221103_030244","Replies_20221103_030244","Views_20221103_035936","Replies_20221103_035936","Views_20221103_043627","Replies_20221103_043627","Views_20221103_051939","Replies_20221103_051939","Views_20221103_061544","Replies_20221103_061544","Views_20221103_071056","Replies_20221103_071056","Views_20221103_081702","Replies_20221103_081702","Views_20221103_091410","Replies_20221103_091410","Views_20221103_101356","Replies_20221103_101356","Views_20221103_111048","Replies_20221103_111048","Views_20221103_122203","Replies_20221103_122203","Views_20221103_133946","Replies_20221103_133946","Views_20221103_141654","Replies_20221103_141654","Views_20221103_151706","Replies_20221103_151706","Views_20221103_162001","Replies_20221103_162001","Views_20221103_171837","Replies_20221103_171837","Views_20221103_181821","Replies_20221103_181821","Views_20221103_191031","Replies_20221103_191031","Views_20221103_201112","Replies_20221103_201112","Views_20221103_211149","Replies_20221103_211149","Views_20221103_221204","Replies_20221103_221204","Views_20221103_231358","Replies_20221103_231358","Views_20221104_010015","Replies_20221104_010015","Views_20221104_031041","Replies_20221104_031041","Views_20221104_043822","Replies_20221104_043822","Views_20221104_052054","Replies_20221104_052054","Views_20221104_061542","Replies_20221104_061542","Views_20221104_071210","Replies_20221104_071210","Views_20221104_081618","Replies_20221104_081618","Views_20221104_091300","Replies_20221104_091300","Views_20221104_101437","Replies_20221104_101437"
"Upcoming trainings","ADPC Announce Dates for the 2014 NIE Course in Thailand","Andy Seal","2014-02-18","https://www.en-net.org/question/1278.aspx",8424,0,8425,0,8425,0,8425,0,8425,0,8425,0,8425,0,8425,0,8425,0,8425,0,8425,0,8425,0,8425,0,8425,0,8426,0,8426,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8427,0,8429,0,8429,0,8429,0,8429,0,8429,0,8429,0,8429,0,8429,0,8429,0,8430,0,8431,0,8431,0,8431,0,8431,0,8431,0,8431,0,8431,0,8431,0,8431,0,8431,0,8432,0,8432,0,8432,0,8433,0,8433,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0
"Upcoming trainings","Advanced Training/Courses in Qualitative Methods for Evaluations","Leah Richardson","2016-09-28","https://www.en-net.org/question/2659.aspx",8174,1,8174,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8175,1,8176,1,8176,1,8176,1,8176,1,8176,1,8176,1,8176,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8177,1,8178,1,8178,1,8179,1,8179,1,8179,1,8179,1,8182,1,8182,1,8182,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1,8183,1
"Upcoming trainings","Assessing Public Health in Emergency Situations","Tefera","2016-02-09","https://www.en-net.org/question/2360.aspx",8250,0,8251,0,8252,0,8252,0,8252,0,8252,0,8252,0,8252,0,8252,0,8252,0,8253,0,8254,0,8254,0,8254,0,8254,0,8254,0,8254,0,8254,0,8254,0,8254,0,8254,0,8254,0,8254,0,8255,0,8255,0,8255,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8256,0,8257,0,8257,0,8257,0,8257,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8259,0,8260,0,8261,0,8261,0,8261,0,8261,0,8261,0,8261,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0,8262,0
"Upcoming trainings","AUB Announces Dates for the 2014 NIE Course in Lebanon","Andy Seal","2014-02-18","https://www.en-net.org/question/1277.aspx",8696,0,8696,0,8696,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8698,0,8699,0,8699,0,8699,0,8699,0,8699,0,8699,0,8699,0,8699,0,8701,0,8701,0,8702,0,8702,0,8702,0,8703,0,8703,0,8703,0
"Upcoming trainings","Bioforce Nutrition Training  - in french / Nutrition training in French - Bioforce (Bamako)","Nathalie Avril","2017-02-16","https://www.en-net.org/question/2809.aspx",7990,0,7990,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7991,0,7992,0,7992,0,7992,0,7992,0,7992,0,7992,0,7992,0,7992,0,7992,0,7992,0,7992,0,7992,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7993,0,7994,0,7994,0,7994,0,7995,0,7995,0,7995,0,7995,0,7995,0,7996,0,7996,0,7996,0,7996,0,7996,0,7996,0,7996,0,7996,0,7996,0,7996,0,7997,0,7997,0,7997,0,7997,0,7997,0,7997,0,7997,0,7997,0,7997,0,7997,0
"Upcoming trainings","Call for Applications - Tufts University’s Online Graduate Certificate in Delivery Science for International Nutrition","Erin Boyd","2015-06-10","https://www.en-net.org/question/1778.aspx",9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9258,2,9259,2,9259,2,9259,2,9259,2,9259,2,9259,2,9259,2,9259,2,9259,2,9260,2,9260,2,9260,2,9262,2,9262,2,9263,2,9263,2,9263,2,9263,2,9263,2,9263,2,9263,2,9263,2,9264,2,9264,2,9264,2,9264,2,9264,2,9264,2,9264,2,9264,2,9264,2,9265,2,9265,2,9265,2,9265,2,9266,2,9267,2,9267,2,9267,2,9267,2,9268,2,9268,2,9268,2,9268,2,9268,2,9268,2,9268,2,9268,2,9268,2,9268,2,9268,2,9268,2,9268,2
"Upcoming trainings","certificate short courses/trainings on nutrition in emergency","clara","2017-08-08","https://www.en-net.org/question/3018.aspx",11560,16,11560,16,11560,16,11560,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11561,16,11562,16,11562,16,11562,16,11563,16,11563,16,11563,16,11563,16,11563,16,11563,16,11563,16,11563,16,11563,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11564,16,11565,16,11565,16,11565,16,11565,16,11565,16,11566,16,11566,16,11566,16,11566,16,11566,16,11566,16,11566,16,11566,16,11566,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16,11567,16
"Upcoming trainings","Courses around business management and health economics?","Leah Richardson","2012-08-23","https://www.en-net.org/question/820.aspx",8986,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8989,0,8990,0,8990,0,8990,0,8990,0,8990,0,8990,0,8990,0,8990,0,8990,0,8990,0,8991,0,8991,0,8992,0,8992,0,8992,0,8992,0,8992,0,8992,0,8992,0,8992,0,8992,0,8992,0,8992,0,8995,0,8995,0,8995,0,8996,0,8996,0,8996,0,8996,0,8996,0,8996,0,8996,0
"Upcoming trainings","Demand","Boureima Djibo Moussa","2016-08-11","https://www.en-net.org/question/2587.aspx",7698,1,7698,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7699,1,7700,1,7700,1,7700,1,7700,1,7700,1,7700,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7701,1,7702,1,7702,1,7703,1,7703,1,7703,1,7704,1,7704,1,7704,1,7705,1,7706,1,7706,1,7706,1,7706,1,7706,1,7706,1,7706,1,7706,1,7706,1
"Upcoming trainings","e-Learning Courses on Reducing Childhood Stunting and Reducing Anaemia","Loria Kulathungam","2015-11-13","https://www.en-net.org/question/2262.aspx",9056,6,9058,6,9060,6,9061,6,9061,6,9061,6,9061,6,9061,6,9061,6,9062,6,9062,6,9062,6,9062,6,9062,6,9063,6,9063,6,9063,6,9063,6,9064,6,9064,6,9064,6,9064,6,9064,6,9064,6,9064,6,9064,6,9064,6,9064,6,9064,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9065,6,9066,6,9066,6,9066,6,9067,6,9067,6,9067,6,9067,6,9067,6,9068,6,9068,6,9068,6,9068,6,9068,6,9068,6,9068,6,9068,6,9068,6
"Upcoming trainings","East and Southern Africa SMART Survey Manager Training 2016","Kennedy Musumba","2015-12-22","https://www.en-net.org/question/2309.aspx",8774,0,8774,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8775,0,8776,0,8776,0,8776,0,8778,0,8778,0,8778,0,8778,0,8779,0,8779,0,8779,0,8780,0,8780,0,8780,0,8780,0,8780,0,8780,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8782,0,8783,0,8783,0,8783,0,8783,0,8784,0,8784,0,8784,0,8784,0,8784,0,8784,0,8785,0,8785,0,8786,0,8786,0,8786,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0
"Upcoming trainings","Emergency IYCF Training for West and Central Africa - Save the Children","Charlotte d'Elloy","2018-05-15","https://www.en-net.org/question/3317.aspx",6336,1,6336,1,6336,1,6336,1,6336,1,6336,1,6336,1,6336,1,6336,1,6337,1,6337,1,6337,1,6337,1,6337,1,6338,1,6338,1,6338,1,6338,1,6339,1,6339,1,6339,1,6340,1,6340,1,6340,1,6340,1,6340,1,6341,1,6341,1,6341,1,6341,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6342,1,6343,1,6343,1,6343,1,6344,1,6344,1,6344,1,6345,1,6345,1,6346,1,6346,1,6346,1,6346,1,6346,1,6346,1,6346,1,6347,1,6347,1,6348,1,6348,1,6348,1,6348,1,6348,1,6348,1,6349,1,6349,1,6349,1,6349,1,6349,1,6349,1,6349,1,6350,1
"Upcoming trainings","Formation / Training","DIALLO","2015-12-04","https://www.en-net.org/question/2291.aspx",7997,0,7997,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7998,0,7999,0,7999,0,8000,0,8000,0,8000,0,8000,0,8000,0,8000,0,8000,0,8000,0,8000,0,8000,0,8001,0,8002,0,8002,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8003,0,8004,0,8004,0,8007,0,8007,0,8007,0,8007,0,8007,0,8007,0,8007,0,8007,0
"Upcoming trainings","Formation régionale de responsables d'enquêtes SMART, Kenya 2017","Kennedy Musumba","2017-10-02","https://www.en-net.org/question/3072.aspx",7733,2,7733,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7734,2,7735,2,7735,2,7735,2,7735,2,7735,2,7735,2,7735,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7736,2,7737,2,7737,2,7738,2,7738,2,7738,2,7738,2,7738,2,7738,2,7738,2,7738,2,7738,2,7738,2,7738,2,7738,2,7739,2,7739,2,7739,2,7739,2,7739,2,7739,2,7739,2,7739,2,7739,2,7740,2
"Upcoming trainings","Formation sur l'alimentation des nourissons et des jeunes enfants en situation d'urgence (IYCF-E) pour la région de l'Afrique de l'Est et de l'Afrique australe","Sarah (Butler) O'Flynn","2017-09-11","https://www.en-net.org/question/3048.aspx",7628,0,7628,0,7628,0,7628,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7631,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7632,0,7633,0,7633,0,7634,0,7634,0,7634,0,7634,0,7634,0,7634,0,7635,0,7635,0,7636,0,7636,0,7636,0,7636,0,7636,0,7636,0,7636,0,7636,0,7637,0,7637,0,7637,0,7637,0,7637,0,7637,0,7638,0,7638,0,7638,0,7638,0,7638,0,7638,0,7638,0,7638,0,7638,0,7638,0
"Upcoming trainings","free online training request","Anonymous 33825","2019-08-28","https://www.en-net.org/question/3738.aspx",5656,3,5656,3,5656,3,5656,3,5656,3,5656,3,5656,3,5656,3,5657,3,5657,3,5657,3,5657,3,5657,3,5657,3,5657,3,5657,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5658,3,5659,3,5659,3,5659,3,5659,3,5659,3,5659,3,5659,3,5659,3,5659,3,5659,3,5660,3,5660,3,5661,3,5661,3,5661,3,5661,3,5661,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5662,3,5663,3,5664,3,5665,3,5665,3,5665,3,5665,3,5665,3,5665,3,5665,3,5665,3
"Upcoming trainings","Health Emergencies in Large Populations Course HELP","Tamsin","2012-07-09","https://www.en-net.org/question/781.aspx",8606,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8607,0,8608,0,8608,0,8608,0,8608,0,8608,0,8608,0,8608,0,8608,0,8608,0,8608,0,8608,0,8608,0,8608,0,8609,0,8609,0,8609,0,8609,0,8610,0,8611,0,8611,0,8611,0,8611,0,8611,0,8611,0,8611,0,8612,0,8612,0
"Upcoming trainings","Humanitarian Health & Nutrition Diploma","Eddie Ralston","2014-12-03","https://www.en-net.org/question/1559.aspx",9813,0,9813,0,9813,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9814,0,9815,0,9815,0,9815,0,9815,0,9815,0,9815,0,9815,0,9815,0,9815,0,9815,0,9815,0,9815,0,9817,0,9817,0,9818,0,9818,0,9818,0,9818,0,9818,0,9818,0,9818,0,9818,0,9819,0,9819,0,9819,0,9819,0,9819,0,9819,0,9819,0,9819,0,9819,0,9819,0,9819,0,9819,0,9820,0,9820,0,9820,0,9820,0,9820,0,9820,0,9820,0,9821,0,9821,0,9821,0,9822,0,9823,0,9823,0,9823,0,9823,0,9823,0,9823,0,9823,0,9823,0
"Upcoming trainings","Humanitarian Leadership Academy opens with hubs in London, Kenya and Bangladesh","Tamsin","2015-03-25","https://www.en-net.org/question/1664.aspx",9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9454,0,9455,0,9455,0,9456,0,9456,0,9456,0,9457,0,9457,0,9457,0,9457,0,9457,0,9457,0,9457,0,9457,0,9457,0,9457,0,9457,0,9457,0,9458,0,9458,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9459,0,9460,0,9460,0,9460,0,9460,0,9460,0,9460,0,9460,0,9460,0,9460,0,9460,0,9461,0,9461,0,9461,0,9461,0,9461,0,9461,0,9461,0,9461,0,9461,0,9461,0
"Upcoming trainings","Information on upcoming trainings or events requested for new ENN publication, Nutrition Exchange","Tamsin","2012-06-20","https://www.en-net.org/question/763.aspx",9711,0,9711,0,9711,0,9711,0,9711,0,9711,0,9711,0,9711,0,9711,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9712,0,9713,0,9713,0,9713,0,9714,0,9714,0,9714,0,9714,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9715,0,9716,0,9716,0,9716,0
"Upcoming trainings","Interested in Summer course (11-22 July 2022) Health Emergencies in Large Populations (HELP) at Johns Hopkins University?","Mija Ververs","2022-04-15","https://www.en-net.org/question/4544.aspx",928,0,928,0,928,0,928,0,928,0,928,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,930,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,931,0,932,0,932,0,932,0,933,0,935,0,935,0,935,0,936,0,936,0,936,0,936,0,936,0,936,0,936,0,936,0,936,0,936,0,936,0,936,0,936,0,936,0,937,0,938,0,938,0,938,0,938,0,938,0,938,0,938,0,938,0,938,0
"Upcoming trainings","International  Training in CMAM coming up in 2016","Anonymous 182","2015-05-19","https://www.en-net.org/question/1734.aspx",9478,8,9478,8,9478,8,9478,8,9479,8,9479,8,9479,8,9479,8,9479,8,9479,8,9479,8,9479,8,9479,8,9479,8,9480,8,9480,8,9480,8,9480,8,9480,8,9480,8,9480,8,9481,8,9481,8,9481,8,9481,8,9481,8,9481,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9482,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9483,8,9484,8,9485,8,9485,8,9485,8,9485,8,9485,8,9485,8,9485,8,9486,8,9486,8,9487,8,9487,8,9487,8,9487,8,9487,8,9487,8,9487,8,9487,8
"Upcoming trainings","International course on agriculture nutrition linkages: fellowships available","Aafke Nijhuis","2014-03-19","https://www.en-net.org/question/1307.aspx",9155,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9157,0,9159,0,9159,0,9159,0,9159,0,9159,0,9159,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9161,0,9161,0,9161,0,9161,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9162,0,9163,0,9163,0,9163,0,9163,0,9163,0,9163,0,9163,0,9163,0
"Upcoming trainings","International Course on Linking emergency aid to food and nutrition security: fellowships available!","Aafke Nijhuis","2014-03-19","https://www.en-net.org/question/1306.aspx",9476,0,9476,0,9476,0,9476,0,9476,0,9476,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9477,0,9479,0,9479,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9480,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9481,0,9482,0,9482,0,9482,0,9483,0,9484,0,9484,0,9484,0,9484,0
"Upcoming trainings","International Course on Rights-based approach to food and nutrition security: fellowships available","Aafke Nijhuis","2014-03-19","https://www.en-net.org/question/1308.aspx",9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9732,0,9733,0,9733,0,9733,0,9733,0,9734,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9735,0,9736,0,9736,0,9736,0,9736,0,9736,0,9736,0,9736,0,9736,0,9737,0,9737,0,9737,0,9737,0,9737,0,9737,0,9739,0,9739,0,9739,0,9740,0,9741,0,9741,0,9741,0,9742,0,9743,0,9743,0,9743,0,9743,0,9743,0,9743,0,9743,0,9743,0,9743,0,9743,0,9743,0,9744,0,9744,0,9745,0,9745,0
"Upcoming trainings","IYCF in Emergencies Training in Juba, South Sudan - Save the Children","Minh Tram Le","2018-06-12","https://www.en-net.org/question/3352.aspx",6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6714,0,6715,0,6715,0,6715,0,6715,0,6715,0,6715,0,6715,0,6715,0,6715,0,6715,0,6715,0,6716,0,6716,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6717,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6718,0,6719,0,6719,0,6719,0,6719,0,6721,0,6721,0,6721,0,6721,0,6721,0,6721,0,6721,0,6721,0
"Upcoming trainings","IYCF-E Training for the Middle East Region","Sarah (Butler) O'Flynn","2017-03-08","https://www.en-net.org/question/2836.aspx",7714,0,7714,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7715,0,7716,0,7716,0,7716,0,7716,0,7716,0,7716,0,7716,0,7717,0,7717,0,7717,0,7717,0,7717,0,7718,0,7718,0,7718,0,7718,0,7718,0,7719,0,7719,0,7719,0,7719,0,7719,0,7719,0,7719,0,7720,0,7722,0,7722,0,7723,0,7724,0,7724,0,7724,0,7724,0,7724,0,7724,0,7724,0,7725,0,7725,0
"Upcoming trainings","Lactating, breast feeding and Infant feeding in Emergencies","Alaa Ahmad Yassine","2022-02-14","https://www.en-net.org/question/4494.aspx",2533,4,2533,4,2533,4,2533,4,2533,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2534,4,2535,4,2535,4,2536,4,2537,4,2537,4,2537,4,2537,4,2538,4,2538,4,2538,4,2538,4,2538,4,2538,4,2538,4,2538,4,2538,4,2538,4,2538,4,2538,4,2539,4,2539,4,2539,4,2539,4,2539,4,2539,4,2539,4,2539,4,2539,4,2539,4
