"Theme","Topic","Author","Posted","Link","Views_20221218_004348","Replies_20221218_004348","Views_20221218_020911","Replies_20221218_020911","Views_20221218_031213","Replies_20221218_031213","Views_20221218_041302","Replies_20221218_041302","Views_20221218_051107","Replies_20221218_051107"
"Management of wasting/acute malnutrition","Acute malnutrition in Rural Communities of sub-Saharan Africa","Hannah Gibson","2021-05-24","https://www.en-net.org/question/4306.aspx",3736,0,3738,0,3738,0,3738,0,3738,0
"Management of wasting/acute malnutrition","Acute malnutrition latest guidlines","Anonymous 2506","2014-04-20","https://www.en-net.org/question/1347.aspx",9481,4,9481,4,9481,4,9481,4,9482,4
"Management of wasting/acute malnutrition","Acute phase and HIV","DIALLO","2019-02-27","https://www.en-net.org/question/3574.aspx",5062,0,5062,0,5062,0,5063,0,5063,0
"Management of wasting/acute malnutrition","adding skim milk powder to local food mix in community settlings","Anonymous 2180","2013-09-26","https://www.en-net.org/question/1149.aspx",9025,1,9025,1,9025,1,9025,1,9026,1
"Management of wasting/acute malnutrition","Administering Folic Acid for MAM children with Anemia","Anonymous 4219","2018-01-07","https://www.en-net.org/question/3182.aspx",7164,2,7164,2,7164,2,7164,2,7165,2
"Management of wasting/acute malnutrition","Administration of zinc tablets to severely malnourished children","Kristyn","2014-06-26","https://www.en-net.org/question/1404.aspx",8813,1,8813,1,8813,1,8813,1,8814,1
"Management of wasting/acute malnutrition","Admission and discharge criteria for children with MAM","Sophiya Uprety","2013-05-14","https://www.en-net.org/question/1041.aspx",13976,4,13976,4,13976,4,13977,4,13978,4
"Management of wasting/acute malnutrition","Admission criteria MUAC under 115 mm and RUTF shorfall in SC nutrition program in Burkina","Jean NADEMBEGA","2011-07-21","https://www.en-net.org/question/490.aspx",9716,2,9717,2,9718,2,9718,2,9718,2
"Management of wasting/acute malnutrition","Admission Criteria of Acute Malnutrition","Abdirahim Hussein Jama","2022-07-20","https://www.en-net.org/question/4624.aspx",765,10,766,10,767,10,767,10,767,10
"Management of wasting/acute malnutrition","Admission of children 5 to 10 years - criteria to use in famine situation","Erin McCloskey-Rebelo","2011-09-02","https://www.en-net.org/question/522.aspx",11029,2,11030,2,11030,2,11030,2,11031,2
"Management of wasting/acute malnutrition","Affect of untreated MAM on SAM","Anonymous 3258","2016-11-07","https://www.en-net.org/question/2718.aspx",7667,0,7667,0,7667,0,7667,0,7670,0
"Management of wasting/acute malnutrition","ALIMA's guidelines for implementing Mother MUAC/PB meres","Kevin PHELAN","2016-07-26","https://www.en-net.org/question/2566.aspx",9118,3,9118,3,9118,3,9118,3,9119,3
"Management of wasting/acute malnutrition","Allergic Reactions to RUTF","Andrew","2019-04-23","https://www.en-net.org/question/3627.aspx",6566,6,6566,6,6566,6,6567,6,6568,6
"Management of wasting/acute malnutrition","Alternative forms in which to administer RUTF","Spencer Rivadeneira","2018-11-13","https://www.en-net.org/question/3487.aspx",5947,4,5947,4,5947,4,5947,4,5947,4
"Management of wasting/acute malnutrition","Alternative solutions for SAM Children","Anonymous 41501","2022-11-07","https://www.en-net.org/question/4711.aspx",373,2,374,2,374,2,374,2,374,2
"Management of wasting/acute malnutrition","Ambulatory Therapautic Feeding Centre","Melaku Begashaw","2012-04-30","https://www.en-net.org/question/703.aspx",9722,2,9723,2,9723,2,9723,2,9724,2
"Management of wasting/acute malnutrition","Amodiaquine and severely malnourish child","chantal a","2013-05-17","https://www.en-net.org/question/1043.aspx",9703,6,9703,6,9703,6,9704,6,9704,6
"Management of wasting/acute malnutrition","Amount of ReSoMal to be given per loose stool","Anonymous 390","2010-11-30","https://www.en-net.org/question/306.aspx",8595,0,8595,0,8595,0,8595,0,8596,0
"Management of wasting/acute malnutrition","AMOXICILINA DE RUTINA EN SAM EN NIÑOS TRATADOS EN CENTROS DE RECUPERACION NUTRICIONAL","Spencer Rivadeneira","2018-11-15","https://www.en-net.org/question/3489.aspx",5984,3,5984,3,5984,3,5984,3,5984,3
"Management of wasting/acute malnutrition","Amoxicillin first line antibiotic","Syed Raza Shah","2015-10-17","https://www.en-net.org/question/2219.aspx",11083,7,11083,7,11083,7,11083,7,11084,7
"Management of wasting/acute malnutrition","An INGO directly working with the  district MoH as its implementing partner to run CMAM program for whole of the district","Dr. Kamal Raj","2014-01-03","https://www.en-net.org/question/1235.aspx",8269,0,8269,0,8269,0,8269,0,8270,0
"Management of wasting/acute malnutrition","Analysis of GAM : SAM ratios","Rogers Wanyama","2011-06-22","https://www.en-net.org/question/471.aspx",8676,0,8677,0,8677,0,8677,0,8677,0
"Management of wasting/acute malnutrition","Announcement: Release of CMAM Costing Tool","Dorothy Mora","2011-03-01","https://www.en-net.org/question/361.aspx",10893,2,10893,2,10893,2,10894,2,10894,2
"Management of wasting/acute malnutrition","antipyretics for children with SAM?","Indi Trehan","2017-04-08","https://www.en-net.org/question/2887.aspx",12449,8,12449,8,12449,8,12449,8,12450,8
"Management of wasting/acute malnutrition","Any agreed on protocols for use of Plumpy Doz for treatment of moderate acute malnutrition?","Wendy Dyment","2010-03-15","https://www.en-net.org/question/192.aspx",10857,6,10857,6,10857,6,10857,6,10858,6
"Management of wasting/acute malnutrition","Any available studies on refugee population","Alexander","2016-09-02","https://www.en-net.org/question/2618.aspx",8236,1,8236,1,8236,1,8236,1,8237,1
"Management of wasting/acute malnutrition","Any new global recommendations planned for most effective antibiotics for SAM with complications?","Wendy Dyment","2015-10-14","https://www.en-net.org/question/2215.aspx",8419,0,8419,0,8419,0,8419,0,8420,0
"Management of wasting/acute malnutrition","Any protocols or training materials relating to PLW programming","Emily Hockenhull","2021-01-07","https://www.en-net.org/question/4175.aspx",4305,2,4306,2,4306,2,4306,2,4306,2
"Management of wasting/acute malnutrition","Any research work on high GAM rates and good geographical coverage?","Tammam Ahmed","2021-09-11","https://www.en-net.org/question/4399.aspx",3509,0,3510,0,3510,0,3510,0,3510,0
"Management of wasting/acute malnutrition","Anyone heard of Xango?","Eric S. Anderson","2011-08-14","https://www.en-net.org/question/511.aspx",11224,3,11225,3,11225,3,11225,3,11225,3
"Management of wasting/acute malnutrition","App or programme to calculate weight gain (g/kg/day) at each OTP visit","Kirrily de Polnay","2020-09-21","https://www.en-net.org/question/4088.aspx",6039,6,6039,6,6039,6,6039,6,6039,6
"Management of wasting/acute malnutrition","Appeal for Therapeutic feedings and livelihood empowerment support","Anonymous 3944","2022-04-14","https://www.en-net.org/question/4543.aspx",1006,1,1007,1,1007,1,1007,1,1007,1
"Management of wasting/acute malnutrition","Approvisionnement en Plumpy Nut","David Dawson","2017-07-18","https://www.en-net.org/question/2991.aspx",7298,1,7298,1,7298,1,7298,1,7299,1
"Management of wasting/acute malnutrition","Are diarrheal diseases common in the communities where there is nutritional intervention?","Tammam Ali Mohammed Ahmed","2015-07-28","https://www.en-net.org/question/1844.aspx",8014,0,8014,0,8014,0,8014,0,8015,0
"Management of wasting/acute malnutrition","Are plumpy doz and supplementary plumpy good enough?","Anonymous 432","2010-12-03","https://www.en-net.org/question/309.aspx",9239,2,9239,2,9239,2,9239,2,9240,2
"Management of wasting/acute malnutrition","Assistance with design of a supplementary food for pregnant women in Bangladesh","Tamsin","2012-09-27","https://www.en-net.org/question/858.aspx",9870,2,9871,2,9871,2,9871,2,9871,2
"Management of wasting/acute malnutrition","Association between treatment outcome and length of stay","Anonymous 3800","2019-06-05","https://www.en-net.org/question/3682.aspx",5313,3,5313,3,5313,3,5314,3,5314,3
"Management of wasting/acute malnutrition","Average F-75/F-100 per case & frequency of COW training","Lani Trenouth","2021-09-20","https://www.en-net.org/question/4402.aspx",3747,2,3748,2,3748,2,3748,2,3748,2
"Management of wasting/acute malnutrition","Average length of stay in Stabilization Center","Njeri Waigwa","2017-05-03","https://www.en-net.org/question/2913.aspx",9617,3,9617,3,9617,3,9618,3,9619,3
"Management of wasting/acute malnutrition","behaviour change","Anonymous 660","2011-08-02","https://www.en-net.org/question/500.aspx",8532,1,8533,1,8533,1,8535,1,8535,1
"Management of wasting/acute malnutrition","Beneficiary calculation for multiple years","Sanne Bakker","2014-08-19","https://www.en-net.org/question/1451.aspx",8938,3,8938,3,8938,3,8938,3,8939,3
"Management of wasting/acute malnutrition","Best practices for planning, monitoring and managing nutritional inputs","MBAIORNOM ROHITY ISRAEL","2021-08-05","https://www.en-net.org/question/4371.aspx",3759,0,3760,0,3760,0,3760,0,3760,0
"Management of wasting/acute malnutrition","Biomarkers for Acute MN","Hatty Barthorp","2016-11-08","https://www.en-net.org/question/2721.aspx",8388,0,8388,0,8388,0,8388,0,8389,0
"Management of wasting/acute malnutrition","Biometric Registration in CMAM","Anonymous 3190","2019-03-18","https://www.en-net.org/question/3597.aspx",5171,0,5171,0,5171,0,5172,0,5172,0
"Management of wasting/acute malnutrition","Blanket Supplementary Feeding Program(BSFP) Does it need anthropometric measurements?","Tammam Ali Mohammed Ahmed","2016-03-17","https://www.en-net.org/question/2408.aspx",31660,17,31660,17,31661,17,31662,17,31664,17
"Management of wasting/acute malnutrition","Blanket Supplementary Feeding Programs","Anonymous 184","2010-09-02","https://www.en-net.org/question/254.aspx",18477,4,18477,4,18477,4,18477,4,18479,4
"Management of wasting/acute malnutrition","Body composition to measure malnutrition","Iratxe Ciriza","2014-08-09","https://www.en-net.org/question/1442.aspx",9512,6,9512,6,9512,6,9512,6,9513,6
"Management of wasting/acute malnutrition","Bonjour. Je suis nutritionniste exerçant au Cameroun et j'aimerais avoir le protocole nationale de prise en charge de la malnutrition aiguë au Cameroun, cela m'aiderais dans mon travail. Voici mon email poueneyoungaem@yahoo.fr. merci d'avance","Pouene","2020-02-05","https://www.en-net.org/question/3845.aspx",4766,0,4766,0,4766,0,4766,0,4766,0
"Management of wasting/acute malnutrition","Borderline MUAC and Z-score measurements","Martin Kumbe","2012-02-16","https://www.en-net.org/question/649.aspx",12295,9,12296,9,12296,9,12296,9,12297,9
"Management of wasting/acute malnutrition","BP-5 for TSFP","Anonymous 81","2010-11-30","https://www.en-net.org/question/304.aspx",9027,1,9027,1,9027,1,9027,1,9028,1
"Management of wasting/acute malnutrition","BP5 or NRG?","Victoria Sibson","2011-09-01","https://www.en-net.org/question/521.aspx",9030,0,9031,0,9031,0,9031,0,9031,0
"Management of wasting/acute malnutrition","Brachial perimeter - variation","Caroline André","2018-11-22","https://www.en-net.org/question/3495.aspx",6418,3,6418,3,6418,3,6418,3,6418,3
"Management of wasting/acute malnutrition","Break of international supply chain in F100, North_West Nigeria","Anonymous 40504","2021-02-04","https://www.en-net.org/question/4197.aspx",4142,3,4143,3,4143,3,4143,3,4143,3
"Management of wasting/acute malnutrition","Calculating caseloads-cmam=SAM/or MAM- need for clarification-part of the formula","Cornelia Wakhanu","2013-10-10","https://www.en-net.org/question/1169.aspx",25597,17,25598,17,25598,17,25598,17,25599,17
"Management of wasting/acute malnutrition","Calculating cost of CMAM","Anonymous 81","2009-03-07","https://www.en-net.org/question/58.aspx",10931,2,10932,2,10932,2,10932,2,10932,2
"Management of wasting/acute malnutrition","Calculating estimated TSFP food commodities needed","Anonymous 81","2013-01-14","https://www.en-net.org/question/940.aspx",13135,11,13136,11,13136,11,13136,11,13137,11
"Management of wasting/acute malnutrition","Calculating expected number of MAM Children with medical Complication","Sinksar","2018-01-23","https://www.en-net.org/question/3201.aspx",6586,0,6586,0,6586,0,6586,0,6587,0
"Management of wasting/acute malnutrition","Calculating Pregnant and Lactating Women To Target in Supplementary Feeding Program","Anonymous 422","2014-12-22","https://www.en-net.org/question/1580.aspx",12640,3,12641,3,12641,3,12641,3,12643,3
"Management of wasting/acute malnutrition","Calculation of MAM children from 6-23 months age group","Muhammad Khan","2015-05-03","https://www.en-net.org/question/1707.aspx",9693,1,9693,1,9693,1,9693,1,9694,1
"Management of wasting/acute malnutrition","Calculation of weight gain in CMAM","Charulatha Banerjee","2014-07-17","https://www.en-net.org/question/1420.aspx",16917,16,16917,16,16917,16,16917,16,16918,16
"Management of wasting/acute malnutrition","Call for Data for SAM Incidence study- Deadline Extended to 30 April 2017","Louise Mwirigi","2017-04-20","https://www.en-net.org/question/2898.aspx",7583,1,7583,1,7583,1,7583,1,7584,1
"Management of wasting/acute malnutrition","Call for input to 'Making nutrition an integral part of Universal Health Coverage' Tokyo 2020","Tamsin","2019-05-10","https://www.en-net.org/question/3645.aspx",5323,0,5323,0,5323,0,5324,0,5324,0
