"Theme","Topic","Author","Posted","Link","Views_20221001_084632","Replies_20221001_084632","Views_20221002_201631","Replies_20221002_201631","Views_20221003_211338","Replies_20221003_211338","Views_20221003_231544","Replies_20221003_231544","Views_20221004_091952","Replies_20221004_091952","Views_20221009_151543","Replies_20221009_151543","Views_20221018_041533","Replies_20221018_041533","Views_20221029_181606","Replies_20221029_181606","Views_20221029_203857","Replies_20221029_203857","Views_20221029_211158","Replies_20221029_211158","Views_20221030_032605","Replies_20221030_032605","Views_20221030_034925","Replies_20221030_034925","Views_20221030_044132","Replies_20221030_044132","Views_20221030_052139","Replies_20221030_052139","Views_20221030_061555","Replies_20221030_061555","Views_20221030_071138","Replies_20221030_071138","Views_20221030_081507","Replies_20221030_081507","Views_20221030_091235","Replies_20221030_091235","Views_20221030_101326","Replies_20221030_101326","Views_20221030_111056","Replies_20221030_111056","Views_20221030_122257","Replies_20221030_122257","Views_20221030_132952","Replies_20221030_132952","Views_20221030_141131","Replies_20221030_141131","Views_20221030_151317","Replies_20221030_151317","Views_20221030_161550","Replies_20221030_161550","Views_20221030_171553","Replies_20221030_171553","Views_20221030_181604","Replies_20221030_181604","Views_20221030_191037","Replies_20221030_191037","Views_20221030_201332","Replies_20221030_201332"
"Management of wasting/acute malnutrition","Contacts at RUTF production facilities - Madagascar, Burundi, Uganda?","Funding opportunity - nutritional choice","2021-12-13","https://www.en-net.org/question/4456.aspx",3617,3,3618,3,3620,3,3620,3,3621,3,3633,3,3652,3,3688,3,3688,3,3688,3,3688,3,3688,3,3688,3,3688,3,3688,3,3689,3,3690,3,3690,3,3690,3,3690,3,3690,3,3690,3,3690,3,3690,3,3690,3,3690,3,3690,3,3690,3,3690,3
"Management of wasting/acute malnutrition","Contribute to Sphere handbook update","Marie McGrath","2016-09-30","https://www.en-net.org/question/2666.aspx",7433,0,7435,0,7436,0,7436,0,7438,0,7445,0,7467,0,7494,0,7494,0,7494,0,7494,0,7494,0,7494,0,7494,0,7494,0,7494,0,7494,0,7495,0,7495,0,7495,0,7495,0,7495,0,7495,0,7495,0,7495,0,7495,0,7495,0,7495,0,7495,0
"Management of wasting/acute malnutrition","Contribute to Sphere handbook update","Marie McGrath","2016-09-30","https://www.en-net.org/question/2667.aspx",7659,0,7660,0,7660,0,7660,0,7660,0,7666,0,7689,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0,7723,0
"Management of wasting/acute malnutrition","Cooking demonstrations","Anonymous 10291","2017-11-22","https://www.en-net.org/question/3129.aspx",9361,2,9372,2,9376,2,9376,2,9377,2,9400,2,9438,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2,9493,2
"Management of wasting/acute malnutrition","Coping strategy for use of RUTF","Anonymous 3258","2019-06-11","https://www.en-net.org/question/3692.aspx",6114,7,6118,7,6119,7,6119,7,6121,7,6135,7,6162,7,6202,7,6202,7,6203,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7,6205,7
"Management of wasting/acute malnutrition","Cost of CMAM and TFC per child","Anonymous 360","2010-09-20","https://www.en-net.org/question/264.aspx",9135,1,9137,1,9137,1,9137,1,9137,1,9148,1,9171,1,9200,1,9200,1,9200,1,9202,1,9202,1,9202,1,9202,1,9202,1,9202,1,9202,1,9202,1,9202,1,9202,1,9202,1,9202,1,9202,1,9203,1,9203,1,9203,1,9203,1,9204,1,9205,1
"Management of wasting/acute malnutrition","Cost of RUTF","Suhail","2016-02-26","https://www.en-net.org/question/2376.aspx",13631,4,13641,4,13646,4,13646,4,13646,4,13677,4,13759,4,13898,4,13898,4,13898,4,13899,4,13900,4,13901,4,13901,4,13901,4,13902,4,13902,4,13902,4,13903,4,13903,4,13903,4,13904,4,13904,4,13904,4,13906,4,13907,4,13907,4,13909,4,13909,4
"Management of wasting/acute malnutrition","Cost per DALY averted for CMAM programs","Mark Myatt","2010-09-27","https://www.en-net.org/question/270.aspx",10361,6,10365,6,10365,6,10365,6,10366,6,10382,6,10414,6,10453,6,10454,6,10454,6,10454,6,10455,6,10455,6,10455,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6,10456,6
"Management of wasting/acute malnutrition","cost-effectiveness research","Martha.N","2013-12-29","https://www.en-net.org/question/1234.aspx",8781,1,8786,1,8788,1,8789,1,8789,1,8807,1,8843,1,8888,1,8888,1,8888,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8891,1,8891,1,8891,1,8891,1,8891,1,8891,1,8891,1
"Management of wasting/acute malnutrition","Counting of PLW admitted to TSFP","Stephen","2019-08-01","https://www.en-net.org/question/3725.aspx",5421,2,5424,2,5427,2,5427,2,5430,2,5443,2,5465,2,5522,2,5522,2,5522,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5524,2,5524,2,5524,2,5524,2,5525,2,5526,2,5526,2
"Management of wasting/acute malnutrition","Criteria for Non-response to treatment in OTP and SFP.","Bheru Lal","2013-03-14","https://www.en-net.org/question/990.aspx",8768,1,8772,1,8776,1,8776,1,8777,1,8786,1,8808,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8843,1,8844,1,8844,1,8844,1
"Management of wasting/acute malnutrition","Cure rate of HIV positive patients with wasting/acute malnutrition","Anonymous 32012","2021-04-20","https://www.en-net.org/question/4276.aspx",3833,1,3836,1,3836,1,3836,1,3836,1,3852,1,3869,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1,3898,1
"Management of wasting/acute malnutrition","Death rate in SC","Anonymous 2339","2014-10-20","https://www.en-net.org/question/1506.aspx",8829,2,8833,2,8834,2,8834,2,8834,2,8842,2,8868,2,8897,2,8897,2,8897,2,8897,2,8897,2,8897,2,8897,2,8897,2,8897,2,8897,2,8897,2,8897,2,8897,2,8898,2,8898,2,8898,2,8898,2,8898,2,8898,2,8899,2,8899,2,8899,2
"Management of wasting/acute malnutrition","Defaulter in moderate acute malnutrition","Anonymous 2391","2013-11-05","https://www.en-net.org/question/1192.aspx",11041,9,11045,9,11049,9,11049,9,11051,9,11067,9,11091,9,11135,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9,11136,9
"Management of wasting/acute malnutrition","Defaulting of benefiaries","Martin Kumbe","2012-02-16","https://www.en-net.org/question/650.aspx",9743,2,9748,2,9749,2,9750,2,9750,2,9766,2,9793,2,9829,2,9830,2,9830,2,9834,2,9834,2,9834,2,9834,2,9834,2,9834,2,9834,2,9834,2,9835,2,9835,2,9835,2,9835,2,9835,2,9835,2,9835,2,9835,2,9835,2,9835,2,9835,2
"Management of wasting/acute malnutrition","Definition of ""clinically well"" for discharge from OTP","Alison Donnelly","2020-03-06","https://www.en-net.org/question/3872.aspx",7240,1,7248,1,7252,1,7252,1,7256,1,7295,1,7347,1,7413,1,7414,1,7414,1,7414,1,7414,1,7414,1,7414,1,7414,1,7414,1,7415,1,7415,1,7415,1,7415,1,7415,1,7415,1,7415,1,7415,1,7415,1,7416,1,7416,1,7416,1,7416,1
"Management of wasting/acute malnutrition","Definition of balanced protein energy supplementation","Briony","2013-08-14","https://www.en-net.org/question/1118.aspx",8520,0,8521,0,8522,0,8522,0,8522,0,8534,0,8565,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0,8597,0
"Management of wasting/acute malnutrition","DERNIÈRE RAPPEL: Enquête sur une utilisation adaptée de l’ATPE (besoin d'une recette alternative d’ATPE produite localement)","Hannah Pesu","2015-08-27","https://www.en-net.org/question/1899.aspx",8140,0,8143,0,8146,0,8146,0,8146,0,8154,0,8174,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0,8206,0
"Management of wasting/acute malnutrition","Determine number of Children treated for period longer than two months in OTP","Tajudin Ahmed","2022-08-26","https://www.en-net.org/question/4660.aspx",285,5,287,5,289,5,290,5,290,5,304,5,331,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5,369,5
"Management of wasting/acute malnutrition","Deworming in a SAM child below 1 year of age","Charulatha Banerjee","2013-07-16","https://www.en-net.org/question/1098.aspx",12254,1,12260,1,12263,1,12263,1,12264,1,12283,1,12319,1,12383,1,12383,1,12384,1,12384,1,12384,1,12384,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1,12386,1
"Management of wasting/acute malnutrition","DEWORMING IN SAM CASES","Anonymous 4091","2016-12-01","https://www.en-net.org/question/2753.aspx",15000,6,15008,6,15012,6,15012,6,15013,6,15044,6,15087,6,15170,6,15170,6,15171,6,15172,6,15172,6,15172,6,15172,6,15172,6,15172,6,15172,6,15172,6,15172,6,15172,6,15173,6,15173,6,15173,6,15173,6,15173,6,15173,6,15173,6,15173,6,15173,6
"Management of wasting/acute malnutrition","Diarrhea and malnutrition","Mbaye Diop","2020-08-25","https://www.en-net.org/question/4068.aspx",4088,0,4089,0,4090,0,4090,0,4090,0,4104,0,4125,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0,4153,0
"Management of wasting/acute malnutrition","Diarrhoea in children taking F-100 and F-100","steve munyi","2014-11-28","https://www.en-net.org/question/1551.aspx",10099,6,10102,6,10108,6,10108,6,10108,6,10122,6,10158,6,10199,6,10200,6,10200,6,10200,6,10200,6,10200,6,10200,6,10200,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6,10201,6
"Management of wasting/acute malnutrition","Dilution of F100 to be used as F75","Anonymous 394","2011-08-23","https://www.en-net.org/question/519.aspx",12241,1,12248,1,12252,1,12252,1,12254,1,12269,1,12302,1,12349,1,12349,1,12349,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1,12352,1
"Management of wasting/acute malnutrition","discharge criteria","Ahmed-Nur","2016-01-14","https://www.en-net.org/question/2321.aspx",15185,22,15189,22,15197,22,15198,22,15203,22,15233,22,15294,22,15366,22,15366,22,15366,22,15367,22,15367,22,15367,22,15367,22,15369,22,15369,22,15370,22,15370,22,15370,22,15370,22,15371,22,15371,22,15371,22,15371,22,15371,22,15371,22,15371,22,15371,22,15372,22
"Management of wasting/acute malnutrition","Discharge criteria for OTP in areas with both therapeutic and supplementary feeding","Paul","2011-05-12","https://www.en-net.org/question/427.aspx",11270,3,11276,3,11282,3,11282,3,11285,3,11310,3,11361,3,11446,3,11446,3,11447,3,11447,3,11447,3,11449,3,11452,3,11453,3,11453,3,11453,3,11453,3,11453,3,11453,3,11453,3,11454,3,11455,3,11455,3,11455,3,11457,3,11457,3,11457,3,11457,3
"Management of wasting/acute malnutrition","Discharge Criteria in OTP: 15% GoW vs. W/H>-1.5SD","Anonymous 1354","2012-09-27","https://www.en-net.org/question/857.aspx",10786,8,10790,8,10791,8,10792,8,10792,8,10806,8,10840,8,10873,8,10873,8,10874,8,10875,8,10876,8,10876,8,10876,8,10876,8,10876,8,10876,8,10876,8,10876,8,10876,8,10876,8,10877,8,10877,8,10877,8,10877,8,10877,8,10877,8,10877,8,10877,8
"Management of wasting/acute malnutrition","discharge criteria of SAM","Anonymous 1612","2013-06-23","https://www.en-net.org/question/1085.aspx",11540,6,11543,6,11546,6,11546,6,11548,6,11559,6,11586,6,11623,6,11623,6,11623,6,11623,6,11623,6,11623,6,11623,6,11623,6,11623,6,11625,6,11625,6,11625,6,11625,6,11625,6,11625,6,11625,6,11625,6,11625,6,11625,6,11625,6,11625,6,11625,6
"Management of wasting/acute malnutrition","Discharge criteria when using MUAC for admission","Anonymous 3651","2016-04-19","https://www.en-net.org/question/2457.aspx",10601,3,10604,3,10607,3,10607,3,10609,3,10623,3,10644,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3,10684,3
"Management of wasting/acute malnutrition","Discharge procedure for TSFP Beneficiary","Naema","2021-03-18","https://www.en-net.org/question/4252.aspx",4280,3,4290,3,4292,3,4292,3,4292,3,4306,3,4330,3,4358,3,4358,3,4359,3,4360,3,4360,3,4360,3,4360,3,4360,3,4360,3,4360,3,4360,3,4360,3,4361,3,4361,3,4361,3,4361,3,4361,3,4361,3,4361,3,4361,3,4361,3,4361,3
"Management of wasting/acute malnutrition","Do we have ""SAM Cure Rate"" in health facilities running CMAM program","Tammam Ali Mohammed Ahmed","2018-01-09","https://www.en-net.org/question/3185.aspx",10253,15,10258,15,10265,15,10265,15,10265,15,10291,15,10323,15,10375,15,10375,15,10375,15,10375,15,10375,15,10375,15,10375,15,10375,15,10375,15,10376,15,10376,15,10376,15,10376,15,10376,15,10376,15,10376,15,10376,15,10376,15,10376,15,10376,15,10376,15,10376,15
"Management of wasting/acute malnutrition","Do we need to reconsider the CMAM admission and discharge criteria?; an analysis of CMAM data in South Sudan","Anonymous 6714","2020-04-22","https://www.en-net.org/question/3959.aspx",4962,2,4968,2,4970,2,4970,2,4971,2,4983,2,5009,2,5048,2,5048,2,5048,2,5048,2,5048,2,5048,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5049,2,5050,2
"Management of wasting/acute malnutrition","Do you know where CHWs are conducting SAM treatment at a community level? Do you have any relevant resources that you can share?","Natalie Sessions","2016-11-03","https://www.en-net.org/question/2715.aspx",9702,11,9710,11,9713,11,9713,11,9714,11,9730,11,9754,11,9792,11,9792,11,9792,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11,9793,11
"Management of wasting/acute malnutrition","Do you think your child is malnourished?","Lio","2013-12-16","https://www.en-net.org/question/1228.aspx",14502,8,14504,8,14510,8,14510,8,14511,8,14531,8,14570,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8,14622,8
"Management of wasting/acute malnutrition","Does anyone have an Indicator reference guide with all details for acute malnutrition?","Noreen M Mucha","2020-10-19","https://www.en-net.org/question/4108.aspx",4398,3,4403,3,4405,3,4405,3,4406,3,4421,3,4447,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3,4483,3
"Management of wasting/acute malnutrition","Does Low MUAC treated with RUTF result in children becoming obese?","Mark Myatt","2018-12-13","https://www.en-net.org/question/3511.aspx",5839,3,5840,3,5841,3,5841,3,5841,3,5855,3,5874,3,5903,3,5903,3,5904,3,5904,3,5904,3,5904,3,5906,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5907,3,5908,3
"Management of wasting/acute malnutrition","Dosage and duration of amoxicillin - do revised WHO guidelines apply to SAM?","Casie Tesfai","2014-09-22","https://www.en-net.org/question/1486.aspx",9077,0,9083,0,9086,0,9086,0,9086,0,9104,0,9130,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0,9160,0
"Management of wasting/acute malnutrition","Dosage of RUTF","Joseph","2011-09-13","https://www.en-net.org/question/532.aspx",14827,2,14835,2,14849,2,14849,2,14850,2,14880,2,14944,2,15017,2,15017,2,15017,2,15017,2,15017,2,15017,2,15017,2,15020,2,15021,2,15022,2,15022,2,15022,2,15022,2,15022,2,15022,2,15022,2,15022,2,15022,2,15023,2,15025,2,15026,2,15026,2
"Management of wasting/acute malnutrition","Duration of stay in CMAM programs for special children","Anonymous_A_W_40","2022-03-28","https://www.en-net.org/question/4527.aspx",1299,6,1299,6,1300,6,1300,6,1301,6,1309,6,1336,6,1364,6,1364,6,1364,6,1365,6,1365,6,1366,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6,1367,6
"Management of wasting/acute malnutrition","edematous malnutrition","Naïma Hammami","2011-11-22","https://www.en-net.org/question/569.aspx",13127,6,13136,6,13137,6,13137,6,13137,6,13162,6,13203,6,13262,6,13262,6,13263,6,13263,6,13263,6,13263,6,13263,6,13264,6,13265,6,13265,6,13265,6,13265,6,13265,6,13265,6,13265,6,13265,6,13266,6,13266,6,13267,6,13267,6,13267,6,13267,6
"Management of wasting/acute malnutrition","Effect of rapid dehydrtaion on MUAC in young children","Stefano Fedele","2011-09-07","https://www.en-net.org/question/527.aspx",8749,2,8752,2,8757,2,8757,2,8757,2,8772,2,8795,2,8837,2,8837,2,8837,2,8837,2,8837,2,8837,2,8837,2,8837,2,8837,2,8838,2,8838,2,8838,2,8838,2,8838,2,8838,2,8838,2,8838,2,8838,2,8838,2,8838,2,8838,2,8838,2
"Management of wasting/acute malnutrition","Effectiveness of WSB and oil to treat malnourished PLW","Alison Donnelly","2011-02-11","https://www.en-net.org/question/347.aspx",9312,4,9317,4,9318,4,9319,4,9319,4,9327,4,9355,4,9390,4,9390,4,9390,4,9391,4,9392,4,9392,4,9392,4,9392,4,9392,4,9392,4,9392,4,9392,4,9392,4,9392,4,9392,4,9392,4,9393,4,9393,4,9393,4,9393,4,9393,4,9393,4
"Management of wasting/acute malnutrition","Emergency Nutrition trainer training kits or toolkit","EMMANUEL KALUFENYE NGENGELE","2020-11-02","https://www.en-net.org/question/4119.aspx",4227,2,4228,2,4228,2,4228,2,4228,2,4241,2,4261,2,4293,2,4293,2,4293,2,4294,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2,4295,2
"Management of wasting/acute malnutrition","Emergency response","Atif","2014-09-28","https://www.en-net.org/question/1491.aspx",8597,1,8598,1,8601,1,8601,1,8602,1,8619,1,8640,1,8678,1,8678,1,8678,1,8678,1,8678,1,8678,1,8678,1,8678,1,8678,1,8679,1,8679,1,8680,1,8680,1,8680,1,8680,1,8680,1,8680,1,8680,1,8680,1,8680,1,8681,1,8681,1
"Management of wasting/acute malnutrition","Energy need for a moderately malnourished children","Md. Sameul Nawaz","2012-12-07","https://www.en-net.org/question/926.aspx",9435,1,9443,1,9445,1,9445,1,9445,1,9463,1,9497,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9545,1,9545,1,9545,1,9545,1,9545,1,9545,1,9545,1
"Management of wasting/acute malnutrition","Enquête sur une utilisation adaptée de l’ATPE - NEW RUTF RECIPE - IS IT NEEDED?","Hannah Pesu","2015-07-29","https://www.en-net.org/question/1846.aspx",8074,0,8079,0,8083,0,8083,0,8083,0,8094,0,8122,0,8148,0,8148,0,8148,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0,8150,0
"Management of wasting/acute malnutrition","estimated unit cost for establishment of stabilization centre","Anonymous 3549","2016-04-13","https://www.en-net.org/question/2451.aspx",9136,2,9138,2,9141,2,9141,2,9144,2,9162,2,9188,2,9225,2,9225,2,9225,2,9225,2,9226,2,9227,2,9228,2,9229,2,9229,2,9230,2,9230,2,9230,2,9230,2,9230,2,9230,2,9230,2,9230,2,9230,2,9230,2,9230,2,9230,2,9230,2
"Management of wasting/acute malnutrition","Estimating caseload for Targeted Suplementary Fedding programme (TSFP)","Anonymous 81","2010-04-25","https://www.en-net.org/question/212.aspx",12512,5,12515,5,12516,5,12516,5,12516,5,12535,5,12564,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12602,5,12603,5,12603,5,12603,5,12603,5,12603,5,12603,5
"Management of wasting/acute malnutrition","Estimations de cas pour lesquels les critères de MUAC ont changé","Marie McGrath","2017-09-05","https://www.en-net.org/question/3043.aspx",7913,5,7917,5,7917,5,7917,5,7917,5,7932,5,7950,5,7984,5,7984,5,7984,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5,7986,5
"Management of wasting/acute malnutrition","Evidence of CMAM working in Asia","Anonymous 661","2011-06-15","https://www.en-net.org/question/462.aspx",10195,5,10200,5,10205,5,10205,5,10207,5,10214,5,10241,5,10277,5,10277,5,10277,5,10277,5,10277,5,10277,5,10277,5,10277,5,10277,5,10277,5,10279,5,10279,5,10279,5,10279,5,10279,5,10279,5,10279,5,10279,5,10279,5,10279,5,10279,5,10279,5
"Management of wasting/acute malnutrition","Example of Quantification and Supply Planning for RUTF, F-100,F-75, CMV and ReSoMal","Wisdom","2015-08-27","https://www.en-net.org/question/1901.aspx",7716,0,7724,0,7727,0,7727,0,7727,0,7734,0,7757,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0,7791,0
"Management of wasting/acute malnutrition","Examples of meaningful use of empty PlumpyNut sachets?","Mija","2015-06-26","https://www.en-net.org/question/1810.aspx",8588,0,8593,0,8595,0,8595,0,8597,0,8602,0,8629,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0,8666,0
"Management of wasting/acute malnutrition","Exit criteria and length of stay","Suhail","2015-06-17","https://www.en-net.org/question/1791.aspx",9990,7,9997,7,10000,7,10001,7,10002,7,10023,7,10045,7,10090,7,10090,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10092,7
"Management of wasting/acute malnutrition","Exit strategy for CMAM  OTP and SFP Program.","Syed Raza Shah","2015-04-18","https://www.en-net.org/question/1692.aspx",11566,3,11568,3,11573,3,11573,3,11573,3,11585,3,11613,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11653,3,11654,3,11654,3
"Management of wasting/acute malnutrition","EXPANDED CRITERIA FOR SAM MANAGEMENT IN THE ABSENCE OF RUTF","ISAAC WACHIRA","2018-10-16","https://www.en-net.org/question/3476.aspx",6286,7,6289,7,6293,7,6294,7,6294,7,6304,7,6325,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6357,7,6358,7,6358,7,6358,7,6358,7,6358,7,6358,7,6358,7
"Management of wasting/acute malnutrition","Extra F75 use","Anonymous 195","2009-06-18","https://www.en-net.org/question/96.aspx",9172,1,9173,1,9175,1,9176,1,9176,1,9185,1,9215,1,9251,1,9251,1,9251,1,9251,1,9251,1,9251,1,9252,1,9253,1,9254,1,9254,1,9254,1,9254,1,9254,1,9254,1,9254,1,9254,1,9254,1,9254,1,9254,1,9254,1,9254,1,9255,1
"Management of wasting/acute malnutrition","F-100 or F-75 as an Alternate of RUTF","Anonymous 739","2021-02-04","https://www.en-net.org/question/4195.aspx",4263,3,4265,3,4267,3,4267,3,4269,3,4286,3,4311,3,4352,3,4352,3,4352,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3,4354,3
