"Theme","Topic","Author","Posted","Link","Views_20230401_004815","Replies_20230401_004815","Views_20230401_020559","Replies_20230401_020559","Views_20230401_023711","Replies_20230401_023711","Views_20230401_031347","Replies_20230401_031347","Views_20230401_041506","Replies_20230401_041506","Views_20230401_051325","Replies_20230401_051325","Views_20230401_061616","Replies_20230401_061616","Views_20230401_071306","Replies_20230401_071306","Views_20230401_081524","Replies_20230401_081524","Views_20230401_091255","Replies_20230401_091255","Views_20230401_101349","Replies_20230401_101349","Views_20230401_111141","Replies_20230401_111141","Views_20230401_121852","Replies_20230401_121852","Views_20230401_131414","Replies_20230401_131414","Views_20230401_141218","Replies_20230401_141218","Views_20230401_151322","Replies_20230401_151322","Views_20230401_161442","Replies_20230401_161442","Views_20230401_171213","Replies_20230401_171213","Views_20230401_181435","Replies_20230401_181435","Views_20230401_191136","Replies_20230401_191136","Views_20230401_201342","Replies_20230401_201342","Views_20230401_211226","Replies_20230401_211226","Views_20230401_221233","Replies_20230401_221233","Views_20230401_231305","Replies_20230401_231305","Views_20230402_004913","Replies_20230402_004913","Views_20230402_020653","Replies_20230402_020653","Views_20230402_031403","Replies_20230402_031403","Views_20230402_041445","Replies_20230402_041445","Views_20230402_051254","Replies_20230402_051254","Views_20230402_061527","Replies_20230402_061527","Views_20230402_071244","Replies_20230402_071244","Views_20230402_081506","Replies_20230402_081506","Views_20230402_091247","Replies_20230402_091247"
"Management of wasting/acute malnutrition","RUSF and Supercereals","Asa Lelei","2011-12-14","https://www.en-net.org/question/584.aspx",11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1,11216,1
"Management of wasting/acute malnutrition","RUSF ration for adults","Blessing Mureverwi","2015-06-23","https://www.en-net.org/question/1801.aspx",9739,2,9739,2,9739,2,9741,2,9741,2,9741,2,9741,2,9741,2,9741,2,9742,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2,9743,2
"Management of wasting/acute malnutrition","RUTF","Anonymous 3527","2016-02-23","https://www.en-net.org/question/2367.aspx",15331,13,15331,13,15331,13,15331,13,15331,13,15331,13,15332,13,15332,13,15332,13,15333,13,15333,13,15333,13,15333,13,15333,13,15334,13,15334,13,15335,13,15335,13,15336,13,15336,13,15336,13,15336,13,15336,13,15336,13,15336,13,15336,13,15336,13,15336,13,15336,13,15336,13,15336,13,15337,13,15337,13
"Management of wasting/acute malnutrition","RUTF","Kamar","2009-12-18","https://www.en-net.org/question/174.aspx",9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0,9164,0
"Management of wasting/acute malnutrition","RUTF - SAM treatment","Anonymous 24408","2019-05-15","https://www.en-net.org/question/3660.aspx",6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3,6107,3
"Management of wasting/acute malnutrition","RUTF alternatives in Northern Ethiopia?","Anonymous 40887","2022-01-24","https://www.en-net.org/question/4478.aspx",3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1,3492,1
"Management of wasting/acute malnutrition","RUTF and coeliac disease","Iris Bollemeijer","2015-02-13","https://www.en-net.org/question/1620.aspx",9734,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3,9736,3
"Management of wasting/acute malnutrition","RUTF and iron supplementation","Spencer Rivadeneira Danies","2020-02-28","https://www.en-net.org/question/3868.aspx",5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2,5895,2
"Management of wasting/acute malnutrition","RUTF effect and Length of stay in OTP","Henock","2011-12-11","https://www.en-net.org/question/580.aspx",9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1
"Management of wasting/acute malnutrition","RUTF FDA Approved","Suhail","2015-11-10","https://www.en-net.org/question/2252.aspx",9759,7,9759,7,9759,7,9759,7,9759,7,9759,7,9759,7,9759,7,9759,7,9759,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7,9760,7
"Management of wasting/acute malnutrition","RUTF in G6PD children","Anonymous 2408","2013-11-27","https://www.en-net.org/question/1212.aspx",13655,10,13655,10,13656,10,13656,10,13656,10,13657,10,13657,10,13657,10,13657,10,13657,10,13657,10,13657,10,13659,10,13659,10,13659,10,13661,10,13661,10,13661,10,13661,10,13663,10,13663,10,13665,10,13665,10,13665,10,13666,10,13667,10,13668,10,13669,10,13669,10,13669,10,13669,10,13670,10,13671,10
"Management of wasting/acute malnutrition","RUTF in lactose intolerant children","Anonymous 2408","2013-11-27","https://www.en-net.org/question/1213.aspx",8648,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8649,0,8650,0
"Management of wasting/acute malnutrition","RUTF made with locally available products","Anonymous 40","2009-02-19","https://www.en-net.org/question/41.aspx",12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12198,5,12199,5,12199,5,12199,5,12199,5,12199,5,12199,5,12199,5,12199,5,12199,5
"Management of wasting/acute malnutrition","RUTF or a cow","Casie Tesfai","2011-03-03","https://www.en-net.org/question/366.aspx",9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1,9463,1
"Management of wasting/acute malnutrition","RUTF ration at the time of discharge","Anonymous 3527","2018-07-11","https://www.en-net.org/question/3382.aspx",7132,1,7133,1,7133,1,7133,1,7133,1,7133,1,7133,1,7133,1,7133,1,7133,1,7133,1,7133,1,7133,1,7133,1,7134,1,7134,1,7134,1,7134,1,7134,1,7134,1,7134,1,7134,1,7134,1,7134,1,7134,1,7135,1,7135,1,7135,1,7135,1,7135,1,7135,1,7135,1,7135,1
"Management of wasting/acute malnutrition","RUTF Research","Adele Rankin","2012-09-24","https://www.en-net.org/question/854.aspx",9109,1,9109,1,9109,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9110,1,9111,1,9111,1,9111,1,9111,1,9111,1,9111,1,9111,1,9111,1,9111,1,9111,1
"Management of wasting/acute malnutrition","RUTF sell","Abel","2011-03-02","https://www.en-net.org/question/362.aspx",12342,13,12342,13,12342,13,12342,13,12342,13,12342,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12343,13,12344,13,12344,13,12345,13,12345,13,12345,13,12345,13
"Management of wasting/acute malnutrition","RUTF soon to expire","mona maman","2015-01-06","https://www.en-net.org/question/1585.aspx",10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10323,4,10324,4,10324,4,10324,4,10324,4,10324,4
"Management of wasting/acute malnutrition","RUTF stuck in a closed container over 90 days, is this safe to use?","Anonymous 748","2019-07-24","https://www.en-net.org/question/3722.aspx",5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3,5682,3
"Management of wasting/acute malnutrition","RUTF supply forecasting","Alison Donnelly","2019-03-12","https://www.en-net.org/question/3591.aspx",6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6146,1,6147,1,6147,1,6147,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1,6148,1
"Management of wasting/acute malnutrition","RUTF taste and acceptability: children's perspective","Anonymous 1455","2013-02-21","https://www.en-net.org/question/977.aspx",13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13526,5,13527,5,13527,5,13527,5,13527,5
"Management of wasting/acute malnutrition","RUTF/RUSF dose per child","Nitsuh Fikir","2016-10-27","https://www.en-net.org/question/2701.aspx",12471,4,12471,4,12473,4,12473,4,12474,4,12474,4,12474,4,12474,4,12474,4,12474,4,12474,4,12474,4,12474,4,12474,4,12474,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12475,4,12476,4,12477,4,12477,4
"Management of wasting/acute malnutrition","Safe ranges for nutritients in F75 and F100","Anonymous 2852","2015-03-03","https://www.en-net.org/question/1639.aspx",8523,0,8525,0,8525,0,8525,0,8525,0,8525,0,8525,0,8525,0,8525,0,8525,0,8525,0,8525,0,8525,0,8525,0,8526,0,8526,0,8526,0,8526,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0,8527,0
"Management of wasting/acute malnutrition","SAM & Vit.A","ahmed salih","2014-05-13","https://www.en-net.org/question/1363.aspx",9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2,9464,2
"Management of wasting/acute malnutrition","SAM defaulter returing with MUAC >=11.5cms","Elham Monsesf","2014-08-12","https://www.en-net.org/question/1444.aspx",10259,3,10259,3,10259,3,10259,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3,10261,3
"Management of wasting/acute malnutrition","SAM in a child with ileostomy","Emma Cartmell","2020-06-22","https://www.en-net.org/question/4017.aspx",4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2,4741,2
"Management of wasting/acute malnutrition","Screening with referral for SAM but without referral for MAM?","Anonymous 3677","2017-05-10","https://www.en-net.org/question/2921.aspx",8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1,8295,1
"Management of wasting/acute malnutrition","second generation TSFP","Atif Ismail","2016-09-14","https://www.en-net.org/question/2631.aspx",9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9351,4,9352,4,9352,4,9352,4,9352,4,9352,4,9352,4,9352,4,9352,4,9352,4,9352,4,9352,4,9352,4
"Management of wasting/acute malnutrition","Seeking any evidence/experience of using RUTF to manage wasting in infants <6 months","Natasha Lelijveld","2020-10-21","https://www.en-net.org/question/4110.aspx",4472,0,4472,0,4472,0,4472,0,4472,0,4472,0,4472,0,4472,0,4472,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0,4473,0
"Management of wasting/acute malnutrition","Selection of CMAM implementing facilities in a development context","Anonymous 1214","2012-02-14","https://www.en-net.org/question/643.aspx",8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8393,1,8394,1,8394,1,8394,1,8394,1,8394,1,8394,1,8394,1
"Management of wasting/acute malnutrition","Setting up RUTF Production Facility in Africa - Questions","Anand Chauhan","2015-09-28","https://www.en-net.org/question/1938.aspx",13033,28,13034,28,13034,28,13034,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13035,28,13036,28,13036,28,13036,28,13036,28,13036,28,13036,28
"Management of wasting/acute malnutrition","severely malnourished case unable to tolerate plumpu nut","Marie Stephan","2014-06-21","https://www.en-net.org/question/1398.aspx",11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11107,7,11108,7,11108,7,11108,7,11108,7,11108,7,11108,7
"Management of wasting/acute malnutrition","SFP beneficiaries","Atif","2014-08-31","https://www.en-net.org/question/1462.aspx",9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2,9124,2
"Management of wasting/acute malnutrition","SFP discharge criteria","Anne-Dominique Israel","2009-02-25","https://www.en-net.org/question/50.aspx",9445,1,9445,1,9445,1,9445,1,9446,1,9446,1,9446,1,9446,1,9446,1,9446,1,9446,1,9446,1,9446,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1,9447,1
"Management of wasting/acute malnutrition","SFP discharge criteria","Rogers Wanyama","2009-04-17","https://www.en-net.org/question/78.aspx",9257,0,9257,0,9257,0,9257,0,9257,0,9257,0,9257,0,9257,0,9257,0,9257,0,9257,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0,9258,0
"Management of wasting/acute malnutrition","SFP planning: estimating total caseload","Anonymous 577","2011-04-05","https://www.en-net.org/question/401.aspx",9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2,9657,2
"Management of wasting/acute malnutrition","SFP ration in absence of oil","Tamsin","2011-06-17","https://www.en-net.org/question/467.aspx",9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1,9790,1
"Management of wasting/acute malnutrition","SFP:  return of exited beneficiaries","Anonymous 3907","2016-08-31","https://www.en-net.org/question/2614.aspx",8395,2,8395,2,8395,2,8395,2,8395,2,8395,2,8395,2,8395,2,8395,2,8395,2,8395,2,8395,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2,8396,2
"Management of wasting/acute malnutrition","SFPs - what is wrong with them and can we fix it?","Anonymous 432","2010-08-12","https://www.en-net.org/question/241.aspx",11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11669,8,11670,8,11671,8
"Management of wasting/acute malnutrition","Sharing of nutritional products at family and community levels: looking for data","Anonymous 525","2013-02-28","https://www.en-net.org/question/981.aspx",8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8887,2,8887,2,8887,2,8887,2,8887,2,8887,2,8887,2,8887,2,8887,2,8888,2,8888,2,8888,2,8888,2,8888,2,8888,2,8888,2,8888,2,8888,2
"Management of wasting/acute malnutrition","should children on RUTF be given other foods","Steve Kegoli","2011-04-14","https://www.en-net.org/question/405.aspx",10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2,10586,2
"Management of wasting/acute malnutrition","Siblings of SAM children","Anonymous 1342","2012-04-21","https://www.en-net.org/question/693.aspx",8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8818,1,8818,1,8818,1,8818,1
"Management of wasting/acute malnutrition","Simplified protocol - kwashiorkor cases?","Anonymous 24408","2019-03-05","https://www.en-net.org/question/3580.aspx",6384,4,6384,4,6384,4,6384,4,6384,4,6384,4,6384,4,6384,4,6384,4,6384,4,6384,4,6384,4,6385,4,6385,4,6385,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6387,4,6387,4,6387,4,6388,4,6388,4,6388,4,6388,4,6388,4,6388,4,6388,4,6388,4,6388,4
"Management of wasting/acute malnutrition","Skin changes in severe acute malnutrition -global distribution","Sofine Heilskov","2018-06-07","https://www.en-net.org/question/3347.aspx",6324,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4,6325,4
"Management of wasting/acute malnutrition","socio-economic status and recovery time in ITCs","Martha.N","2014-03-06","https://www.en-net.org/question/1293.aspx",8705,0,8705,0,8705,0,8705,0,8705,0,8705,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0,8706,0
"Management of wasting/acute malnutrition","Sodium and iron levels in F75","Anonymous 362","2010-03-10","https://www.en-net.org/question/187.aspx",9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0,9353,0
"Management of wasting/acute malnutrition","Some experiences of MUAC only programming in Nigeria","Mark Myatt","2018-04-09","https://www.en-net.org/question/3280.aspx",6047,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0,6048,0
"Management of wasting/acute malnutrition","Sphere standard for Relapse after severe acute malnutrition - WHO","Joseph Duduka","2020-08-03","https://www.en-net.org/question/4055.aspx",5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5668,3,5669,3,5669,3,5669,3,5669,3,5669,3,5669,3,5669,3,5669,3,5669,3,5669,3,5669,3,5669,3
"Management of wasting/acute malnutrition","Standard for MUAC gain (mm / day) of children in management of acute malnutrition programs","Anonymous 2243","2014-09-01","https://www.en-net.org/question/1463.aspx",10543,9,10545,9,10545,9,10545,9,10545,9,10545,9,10545,9,10545,9,10545,9,10545,9,10545,9,10545,9,10545,9,10545,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9,10546,9
"Management of wasting/acute malnutrition","STANDARDIZED NUTRITION COMMODITY FORECASTING TOOL","ISAAC WACHIRA","2019-01-10","https://www.en-net.org/question/3530.aspx",6146,3,6146,3,6146,3,6146,3,6146,3,6146,3,6146,3,6146,3,6146,3,6147,3,6147,3,6147,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3,6148,3
"Management of wasting/acute malnutrition","Standards Guide for treatment services for severe acute malnutrition with complications in a Therapeutic Feeding Center (TFC)","MOHAMMED AL-OTHMANI","2023-02-11","https://www.en-net.org/question/4786.aspx",340,4,340,4,341,4,341,4,341,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4,342,4
"Management of wasting/acute malnutrition","Still SAM w/h after 8 weeks of treatment ???","Kiran Deshpande Shukla","2012-01-07","https://www.en-net.org/question/603.aspx",8760,0,8760,0,8760,0,8760,0,8760,0,8760,0,8760,0,8760,0,8760,0,8760,0,8760,0,8761,0,8761,0,8761,0,8761,0,8761,0,8761,0,8761,0,8761,0,8761,0,8761,0,8761,0,8762,0,8762,0,8762,0,8762,0,8762,0,8762,0,8762,0,8762,0,8762,0,8762,0,8762,0
"Management of wasting/acute malnutrition","Stimulation activities for severely malnourished children receiving inpatient treatment","Allison Daniel","2016-04-01","https://www.en-net.org/question/2430.aspx",8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8905,5,8906,5,8906,5,8906,5,8906,5,8906,5,8906,5,8906,5,8906,5,8906,5,8906,5
"Management of wasting/acute malnutrition","studies regarding relationship between the age of the mother and child acute undernutrition incidence","Ana María García","2019-05-16","https://www.en-net.org/question/3662.aspx",5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1,5469,1
"Management of wasting/acute malnutrition","Substitute Plumpy'sup for Plumpy'nut in stock out","Anonymous 94","2014-03-13","https://www.en-net.org/question/1299.aspx",11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11489,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3,11490,3
"Management of wasting/acute malnutrition","Sugar water on admission to a CMAM programme","Kat  Pittore","2012-08-16","https://www.en-net.org/question/814.aspx",11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5,11625,5
